substudy_num,alpha_nls2,alpha_se_nls2,beta_hat,beta_variance_nls2,unnamed,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is.good.based.on..criteria.,Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start,duration,mean_density,median_density
55,1e-15,,0.010969859,1.6e-6,50,per area,101,yes,Fig. 1a,Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Beukers, JS; Jones, GP",Habitat complexity modifies the impact of piscivores on a coral reef fish population,OECOLOGIA,"Patterns in juvenile mortality rates can have a profound affect on the distribution and abundance of adult individuals, and may be the result of a number of interacting factors. Field observations at Lizard Island (Great Barrier Reef, Australia) showed that for a coral reef damselfish, Pomacentrus moluccensis, juvenile mortality (over 1 year) varied between 20 and almost 100% among sites. Correlative data showed that juvenile mortality increased as a function of initial densities (recruitment), predator densities and the availability of preferred coral substrata. A multiple regression showed that these three variables together did not explain significantly more variation in mortality than the single factor showing the strongest relationship. This appeared to be because recruitment, predator densities and preferred coral substrata were all highly correlated, suggesting that one, two or all of these factors may be influencing juvenile mortality rates. One hypothesis was that density-dependent mortality in juveniles was the result of an interaction between predators (which appear to aggregate at high-recruitment sites) and the availability of preferred substrata (predator refuges). We tested this hypothesis by using both laboratory and field experiments to see whether fish predation could significantly alter survivorship of this damselfish, and whether this impact was dependent upon the coral substratum. The laboratory experiment was designed to test the effects of three common predators (Pseudochromis fuscus, Cephalopholis boenak and Thalassoma lunare) and three different coral substrata that varied in their complexity (Pocillopora damicornis, Acropora nasuta and A-nobilis) on the survival of juvenile Pomacentrus moluccensis. There was a significant interaction between predator species and microhabitat in determining survival, Pseudochromis fuscus and C-boenak were both significantly better at capturing juvenile damselfish than T-lunare. Juvenile survivorship was significantly better when they were given the more complex corals, Pocillopora damicornis and A-nasuta, compared with those given the open-structured species A-nobilis. This pattern reflects habitat selection in the field. Predators differed in their strike rates and the proportion of strikes that were successful, but all exhibited greater success at prey capture where A-nobilis was provided as shelter. The interaction between the effect of predator species and microhabitat structure on damselfish survival was tested in the field for a cohort of juvenile Pomacentrus moluccensis. We examined juvenile survival in the presence and absence of two predators that co-occur on natural patch reefs (C-boenak and Pseudochromis fuscus). The experimental patch reefs we used for this purpose were constructed from both high complexity (Pocillopora damicornis) and low complexity (A-nobilis) coral substrate. Both juveniles and predators were translocated to reefs at natural densities. The effects of predation were clearly dependent upon the microhabitat. Reefs of the high-complexity coral with predators supported the same high numbers of Pomacentrus moluccensis as the reefs with no resident predators. However, damselfish abundance was significantly lower on low-complexity reefs with resident predators, relative to the other treatments. Background rates of loss were high, even on preferred coral in the absence of the manipulated predator, suggesting that transient predators may be even more important than the residents. We suggest that adult abundances in this species were strongly influenced by the densities of different predators and the availability of preferred refuges.",303,308,MAR,1998,114,1,50,59,10.1007/s004420050419,17,Beukers and Jones 1997,-14.6683188,145.4609161,Oecologia,unpaired,55,DD,yes,0,0,-0.0125,0.00362,0,1.31e-5,Obs,,Pomacentridae,Pomacentrus_moluccensis,planktivore,2.47,reef,Australia,Pacific,present,10,17.45,mmSL,17.45,365,0.49675,0.45999999999999996
57,0.002424242,,0.023,2.35e-5,52,all preds,86,yes,"Fig. 2A,B,C,D",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish",SCIENCE,"Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.",358,363,15-Aug,1997,277,5328,946,949,10.1126/science.277.5328.946,18,Hixon and Carr 1997,23.603175,-75.997678,Science,paired,57,DD,yes,0,0,-0.0251,0.004,0,1.6e-5,Exp,,Pomacentridae,Chromis_cyanea,planktivore,3.73,reef,Bahamas,Caribbean,present,1,10,mmSL,10,30,2.055555555625,2.111111111
58,0.010606061,0.0018547236990991407,6.7e-5,6.3e-7,53,no preds,86,yes,"Fig. 2A,B,C,D",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish",SCIENCE,"Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.",358,363,15-Aug,1997,277,5328,946,949,10.1126/science.277.5328.946,18,Hixon and Carr 1997,23.603175,-75.997678,Science,paired,57,DI,yes,-0.011,0.00483,8e-5,0.0019,2.33e-5,3.61e-6,Exp,,Pomacentridae,Chromis_cyanea,planktivore,3.73,reef,Bahamas,Caribbean,absent,1,10,mmSL,10,30,2.013888889,1.9444444445000002
59,0.014242424,0.002628687885618983,0.00234634,2e-6,54,resident preds,86,yes,"Fig. 2A,B,C,D",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish",SCIENCE,"Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.",358,363,15-Aug,1997,277,5328,946,949,10.1126/science.277.5328.946,18,Hixon and Carr 1997,23.603175,-75.997678,Science,unpaired,59,DI,yes,-0.015554546,0.0269,-0.001698011,0.0125,7.2361e-4,1.5625e-4,Exp,,Pomacentridae,Chromis_cyanea,planktivore,3.73,reef,Bahamas,Caribbean,present,1,10,mmSL,10,30,2.04166666675,2.0555555555
60,0.001616162,,0.00758039,2.39e-6,55,transient preds,86,yes,"Fig. 2A,B,C,D",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Carr, MH","Synergistic predation, density dependence, and population regulation in marine fish",SCIENCE,"Understanding natural causes of density dependence is essential for identifying possible sources of population regulation. Field experiments on a model system of coral reef fishes showed that small juveniles of Chromis cyanea suffer heavy mortality that is spatially density-dependent only in the presence of two suites of predators: transient piscivores attacking from above, and reef-resident piscivores attacking from below. In the absence of either kind of predator, early mortality of Chromis is virtually density-independent. Because piscivores may have regulatory roles in this and similar marine systems, overfishing these predators may have ramifications for the remainder of the exploited community.",358,363,15-Aug,1997,277,5328,946,949,10.1126/science.277.5328.946,18,Hixon and Carr 1997,23.603175,-75.997678,Science,unpaired,60,DI,yes,0,0,-0.00844,0.00259,0,6.71e-6,Exp,,Pomacentridae,Chromis_cyanea,planktivore,3.73,reef,Bahamas,Caribbean,present,1,10,mmSL,10,30,2.0694444445,2.0555555555
61,1e-15,,0.008899394,2.63e-6,56,Fig4-1992,85,yes,"Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Sano, M",Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.",26,26,1-Jul,1997,214,2-Jan,67,84,10.1016/S0022-0981(97)00019-1,19,Sano 1997,35.15,139.6166667,JEMBE,unpaired,61,DD,yes,0,0,-0.00944,9.05e-4,0,8.19e-7,Obs,,Gobiidae,Sagamia_geneionema,planktivore and carnivore,3.18,sand,Japan,Pacific,present,20,53,mmSL,53,165,0.8529195,0.85773
62,0.002227273,2.666458325194677e-4,-1.17435e-4,5.39e-8,57,Fig4-1993,85,yes,"Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Sano, M",Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.",26,26,1-Jul,1997,214,2-Jan,67,84,10.1016/S0022-0981(97)00019-1,19,Sano 1997,35.15,139.6166667,JEMBE,unpaired,62,DI,yes,-0.00235,4.6e-4,2.42e-4,3.72e-4,2.12e-7,1.38e-7,Obs,,Gobiidae,Sagamia_geneionema,planktivore and carnivore,3.18,sand,Japan,Pacific,present,20,54,mmSL,54,165,1.1562,1.1016
63,1e-15,,0.012915979,5.45e-6,58,Fig4-1994,85,yes,"Fig. 4A-C.  these fish live in sand patches, but breed by placing eggs under rocks.  Much like Coryphopterus.  We need to clarify what we included since these are ""reef"" associated, but likely at the margins of reefs -- vs. estuarine species.  Check that we converted K values approporiately.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Sano, M",Temporal variation in density dependence: Recruitment and postrecruitment demography of a temperate zone sand goby,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"Spatial and temporal variation in the recruitment of many marine invertebrate and fish species is thought to strongly affect patterns in their demersal abundance. Variation in recruitment of the temperate zone annual goby Sagamia geneionema (Hilgendorf) over eight sand patches within a 1 ha area was investigated during 3 consecutive years (1992-1994). I evaluated the relative importance of recruitment and postrecruitment processes in determining adult density by monitoring the abundance, survival, and growth of juveniles in each patch. In 1992 and 1994, despite pronounced spatial variation in recruitment among sand patches, patterns of recruit abundance established at the end of the settlement season (mid-June or early July) were clearly modified through postrecruitment density-dependent mortality. Consequently, densities in mid-December, when all surviving fish become adults, were stabilized at a low level across patches. The period of mortality which contributed most to stabilizing adult densities was from mid-August to mid-September in both years. In contrast to 1992 and 1994, adult numbers in 1993 directly reflected variation in recruitment success across patches as a result of density-independent mortality, even though recruits were the most numerous in this year. Furthermore, no density-dependent growth was detected in either the juvenile or adult phase. These patterns indicate that, in 1993, recruitment was the major determinant of adult numbers, and competition for resources was unimportant. Thus, the results of this study suggest that both recruitment and postrecruitment processes can influence the demography of demersal populations, and their relative importance can vary from year to year. (C) 1997 Elsevier Science B.V.",26,26,1-Jul,1997,214,2-Jan,67,84,10.1016/S0022-0981(97)00019-1,19,Sano 1997,35.15,139.6166667,JEMBE,unpaired,63,DD,yes,0,0,-0.0132,0.00106,0,1.12e-6,Obs,,Gobiidae,Sagamia_geneionema,planktivore and carnivore,3.18,sand,Japan,Pacific,present,20,54,mmSL,54,165,0.99793875,0.90035
64,1e-15,,0.001896218,5.91e-7,59,cn,77,yes,"Fig 2, Fig 3, Fig 6.  the Key data on in Figure 3 (37d) and 5 (86 d).",Yes - fish in expt were 1-40 d old.,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Steele, MA",Population regulation by post-settlement mortality in two temperate reef fishes,OECOLOGIA,"Input of individuals dispersing into open populations can be highly variable, yet the consequences of such variation for subsequent population densities are not well understood. I explored the influence of variable input (''supply'') on subsequent densities of juveniles and adults in open local populations of two temperate reef fishes, the bluebanded goby (Lythrypnus dalli) and the blackeye goby (Coryphopterus nicholsii). Variable recruitment was simulated by stocking a natural range of densities of young fishes on replicate patch reefs. Density and mortality of the stocked cohorts were followed over time, until the fishes reached maturity. Over the first day of the experiments, mortality of both species was significantly density-dependent; however, there was still a very strong relationship between density on day 1 and density on day 0 (i.e., simulated recruitment was still an excellent predictor of population density). At this point in the study, the main effects of density-dependent mortality were to reduce mean densities and variation about the mean. Over the;period from the start of the experiments until the time when maturity was reached by each species (about 1 and 3 months for Lythrypnus and Coryphopterus, respectively), mortality was strongly density-dependent. Such strong density-dependent mortality virtually eliminated any linear relationship between adult density and ''recruit'' density. However, for both species, the relationship between these two variables was well fit by an asymptotic curve, with the asymptotic density of adults equal to c. 3/m(2) for Coryphopterus, and c. 10/m(2) for Lythrypnus. Natural recruitment (via settlement of larvae) to the reefs over the period of the study (9 months) was above the asymptotic densities of adults for the two species, even though the study did not encompass the periods of peak annual recruitment of either species. This suggests that adult populations of these two gobies may often be limited, and regulated, by post-settlement processes, rather than by input of settlers. Other studies have shown that mortality of the two species is density-independent, or only weakly density-dependent, on reefs from which predators have been excluded. Hence, it appears that predators cause density-dependent mortality in these fishes.",63,63,,1997,112,1,64,74,10.1007/s004420050284,20,Steele 1997 - oecologia,33.44471889,-118.4855508,Oecologia,unpaired,64,DD,yes,0,0,-0.00229,4.77e-4,0,2.28e-7,Exp,,Gobiidae,Rhinogobiops_nicholsii,planktivore and carnivore,,reef,California,Pacific,present,20,27.5,mmSL,27.5,86,6.554469818499999,5.8204632675
65,0.005656566,,0.001605799,7.68e-8,60,ld,77,yes,"Fig 2, Fig 3, Fig 6.  the Key data on in Figure 3 (37d) and 5 (86 d).",Yes - fish in expt were 1-40 d old.,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Steele, MA",Population regulation by post-settlement mortality in two temperate reef fishes,OECOLOGIA,"Input of individuals dispersing into open populations can be highly variable, yet the consequences of such variation for subsequent population densities are not well understood. I explored the influence of variable input (''supply'') on subsequent densities of juveniles and adults in open local populations of two temperate reef fishes, the bluebanded goby (Lythrypnus dalli) and the blackeye goby (Coryphopterus nicholsii). Variable recruitment was simulated by stocking a natural range of densities of young fishes on replicate patch reefs. Density and mortality of the stocked cohorts were followed over time, until the fishes reached maturity. Over the first day of the experiments, mortality of both species was significantly density-dependent; however, there was still a very strong relationship between density on day 1 and density on day 0 (i.e., simulated recruitment was still an excellent predictor of population density). At this point in the study, the main effects of density-dependent mortality were to reduce mean densities and variation about the mean. Over the;period from the start of the experiments until the time when maturity was reached by each species (about 1 and 3 months for Lythrypnus and Coryphopterus, respectively), mortality was strongly density-dependent. Such strong density-dependent mortality virtually eliminated any linear relationship between adult density and ''recruit'' density. However, for both species, the relationship between these two variables was well fit by an asymptotic curve, with the asymptotic density of adults equal to c. 3/m(2) for Coryphopterus, and c. 10/m(2) for Lythrypnus. Natural recruitment (via settlement of larvae) to the reefs over the period of the study (9 months) was above the asymptotic densities of adults for the two species, even though the study did not encompass the periods of peak annual recruitment of either species. This suggests that adult populations of these two gobies may often be limited, and regulated, by post-settlement processes, rather than by input of settlers. Other studies have shown that mortality of the two species is density-independent, or only weakly density-dependent, on reefs from which predators have been excluded. Hence, it appears that predators cause density-dependent mortality in these fishes.",63,63,,1997,112,1,64,74,10.1007/s004420050284,20,Steele 1997 - oecologia,33.44471889,-118.4855508,Oecologia,unpaired,65,DD,yes,0,0,-0.002,2.02e-4,0,4.08e-8,Exp,,Gobiidae,Lythrypnus_dalli,planktivore,3.21,reef,California,Pacific,present,20,17.5,mmSL,17.5,37,31.055984044888888,25.2410509
